CID,zHD,zHDERR,MU,MUERR,RA,DEC,MWEBV,HOST_LOGMASS,IDSURVEY,kappa_5,kappa_10,kappa_20,kappa_30,kappa_comp_5_10,kappa_comp_10_20,kappa_comp_20_40,y_5,y_10,y_20,y_30,y_comp_5_10,y_comp_10_20,y_comp_20_40,mask_ok_kappa,mask_ok_y,n_pix_kappa,n_pix_y,delta_mu,delta_mu_deconf,clean_sample
2015bp,0.00592,0.00084,32.4685,0.487055,226.375,1.634,0.0450268,8.048,56,-3.098771867645067,-3.107874128851069,-3.1502644626395675,-3.1081407706880126,0.013653391809002713,0.05652044505133125,-0.23522993741525822,,,,,,,,True,False,6,0,0.5310002884355747,0.5285218713603819,False
2018gv,0.00602,0.00085,31.972399999999997,0.344335,121.394,-11.4379,0.0498206,10.06,18,2.6046732389254306,2.500091116692454,2.3046286368403384,2.1529912544867487,0.12549854667957172,0.25410122380775046,0.585003836815436,,,,,,,,True,False,6,0,-0.0016349096902388283,-0.01143728143364979,False
1981D,0.00616,0.00084,30.9079,0.524992,50.6599,-37.2327,0.0179969,11.314,50,-2.0640766109924464,-2.046568271701582,-1.963111605616378,-1.780096391891595,-0.02626250893629667,-0.10522797028134456,-0.6032394648789121,,,,,,,,True,False,6,0,-1.1162817585626037,-1.123790760368355,False
2006dd,0.00616,0.00084,31.1857,0.452235,50.6734,-37.2036,0.0179706,11.01,50,-2.0424441035283487,-2.0202138698926375,-1.9274312953440158,-1.7520551678538239,-0.03112232708999585,-0.1288646868730854,-0.5497496936308177,,,,,,,,True,False,7,0,-0.8384817585626045,-0.8459888650629903,False
2007af,0.00625,0.00084,32.05065,0.32593,215.588,-0.3938,0.0336987,10.331,57,0.4463827023028949,0.5257471001703344,0.529324634259478,0.5071706303336653,-0.10581919715658594,-0.005083864231940738,-0.07659114857553284,,,,,,,,True,False,8,0,-0.005173380388434623,-0.01666975342787313,False
2007le,0.0063,0.00084,32.06,0.533991,354.702,-6.5226,0.0287575,9.02452,57,0.9925659561757729,0.9315477973606207,0.8797431686337538,0.9166793113988391,0.08135754508686965,0.07252648021761388,-0.04019412335521877,,,,,,,,True,False,8,0,-0.01320664118554049,-0.017368437198932822,False
1998dm,0.00631,0.00085,32.8333,0.562902,21.5582,-6.1039,0.0390167,7.05776,57,0.8241234746240158,0.6777597009807886,0.9026353574852282,0.9360836024622609,0.29272754728645445,-0.2891258440771367,-0.13473137439398586,,,,,,,,True,False,6,0,0.7566331905487687,0.7517320669001724,False
2014bv,0.00634,0.00085,32.4001,0.482567,186.129,75.5357,0.0332475,10.4962,56,2.9517680439500302,2.884961812514512,2.7613742779885353,2.6231547799029866,0.07634997878344985,0.18174637430290685,0.4117883210219446,,,,,,,,True,False,8,0,0.31308534089588846,0.30447730699860565,False
2019np,0.00648,0.00084,32.4473,0.318474,157.342,29.5106,0.0172714,10.63,18,0.6151847846756051,0.6618770409762343,0.6105601027333144,0.6196545936454576,-0.07003838445094401,0.06531246685462555,-0.02540318689173271,,,,,,,,True,False,6,0,0.3126309666773466,0.3051742479150432,False
1997br,0.00665,0.00085,31.7321,0.531169,200.177,-22.0367,0.0971149,8.92838,62,1.480794672230662,1.4744186476089365,1.4033244027799001,1.1278571474254229,0.007438695392013139,0.09874200670699529,0.5655582385610054,,,,,,,,True,False,7,0,-0.45907615025535975,-0.4653082880685501,False
2011iv,0.00668,0.00085,31.2217,0.420706,54.714,-35.5922,0.00980387,7.0,5,-1.4544625142256702,-1.5481301362156281,-1.4904300327585498,-1.424157860252724,0.15611270331659655,-0.07143822332781102,-0.29057341509097623,,,,,,,,True,False,5,0,-0.9792985675353378,-1.000528660712863,False
1995al,0.00673,0.00084,32.3593,0.359446,147.733,33.5526,0.0116153,10.296,61,1.3638617812654679,1.5103829153154074,1.560947907003073,1.5785368272785705,-0.1831514175624247,-0.06320623960958205,0.027666878983813925,,,,,,,,True,False,5,0,0.14202787626885538,0.1349787634638856,False
1996X,0.00676,0.00085,31.9733,0.415464,199.505,-26.8459,0.0597085,9.77381,61,1.530505946355283,1.5277860869478257,1.2153854238294202,1.0205168664111768,0.004079789111185894,0.40612086205392717,0.5418724972156604,,,,,,,,True,False,6,0,-0.2536786078462647,-0.2572150593239229,False
2017erp,0.00677,0.00085,32.190933333333334,0.34053,227.312,-11.3342,0.0926627,10.591,51,0.14269753664217313,0.3064200519310294,0.4713928182575433,0.6138804949304117,-0.19100960117033225,-0.22271323454079384,-0.2911779606792386,,,,,,,,True,False,7,0,-0.03927124624854628,-0.13048587046622795,False
1992G,0.00692,0.00084,32.4405,0.439634,159.077,37.3212,0.0167767,10.0995,50,-2.0991864405913376,-2.0003194260101558,-2.092669827764383,-2.019736171967168,-0.11864041749741827,0.11753687495992482,-0.34116541391774957,,,,,,,,True,False,6,0,0.16246670073703484,0.15504563245246222,False
